baker's half dozen,Seven items,He ordered a baker’s half dozen rolls,1
bake up,Cook or prepare by baking,She baked up a batch of cookies,3
balance out,Offset or compensate,His strengths balance out his weaknesses,4
balance the books,Make accounts correct,The accountant must balance the books,4
balancing act,Careful compromise,Managing work and family is a balancing act,4
bale up,Corner or stop someone,The robbers baled up the driver,1
ball-breaker,Demanding person or task,That boss is a real ball-breaker,3
ball hog,Player who won’t share the ball,He’s such a ball hog on the court,3
ballistic podiatry,Foot injuries from running (humorous),He suffers from ballistic podiatry,1
ball of fire,Energetic or enthusiastic person,She’s a real ball of fire,4
balloon goes up,Event starts or trouble begins,When the balloon goes up, be ready,2
balloon knot,Crude slang for the anus,He made a joke about a balloon knot,1
ballpark estimate,Rough calculation,Give me a ballpark estimate of the cost,4
ballpark figure,Approximate amount,The ballpark figure is about 10 million,4
balls of steel,Extreme courage,He’s got balls of steel to try that,3
balls-out,Full effort or intensity,They went balls-out to finish in time,3
balls to the wall,Maximum effort or speed,We’re going balls to the wall on this project,3
balum rancum,Old slang for a riot or noisy party,They had a proper balum rancum last night,1
banana nose,Person with a large or curved nose,They called him Banana Nose as a joke,1
banana republic,Corrupt small country dependent on exports,The nation turned into a banana republic,4
Banbury story of a cock and a bull,An unbelievable tale,That’s just a Banbury story of a cock and a bull,1
band together,Unite for a purpose,The workers banded together to protest,4
bandwagon fan,Person who supports only successful teams,He’s just a bandwagon fan,3
bandwagon jumper,Someone who joins trends late,Don’t be a bandwagon jumper,3
bane of someone's existence,Constant source of trouble,Traffic is the bane of my existence,4
bang a uey,Make a U-turn,He banged a uey at the intersection,2
bang away,Work hard or persistently,He’s been banging away at that report all night,3
bang down the door,Demand entry forcefully,The police banged down the door,3
bang for the buck,Value for money,This deal gives the best bang for the buck,5
bang one's head against a brick wall,Try futilely,Arguing with him is like banging your head against a brick wall,4
bang out,Produce quickly,He banged out three essays in one night,3
bang some heads together,Force people to cooperate,The manager banged some heads together to fix the issue,3
bang straw,Loiter aimlessly,He spends his days banging straw,1
bang to rights,Caught red-handed,They had him bang to rights,2
bang up,Damage or imprison,The car got banged up in the crash,3
banker's dozen,Twelve (as opposed to baker’s thirteen),He sold a banker’s dozen of cigars,1
bankers' hours,Short working hours,He keeps bankers’ hours,3
bank night,Promotional movie-theater lottery night,They met during a bank night,1
bankrupt cart,Totally ruined situation,The project ended like a bankrupt cart,1
banyan day,Holiday from work (nautical),The crew enjoyed a banyan day,1
barber's sign,Symbol of trade or profession,He still hangs the old barber’s sign,1
bare one's soul,Reveal personal feelings,She bared her soul in the diary,4
bare one's teeth,Show aggression,The dog bared its teeth,4
bare poles,Completely stripped,The ship rode the storm under bare poles,2
barhop,Visit several bars in succession,They barhopped downtown all night,3
bark up the wrong tree,Make a wrong assumption,You’re barking up the wrong tree,5
barnburner,Exciting event or contest,The game was a real barnburner,4
barn find,Valuable discovery of a neglected car,He bought a rare barn find Mustang,2
bar none,Without exception,She’s the best chef, bar none,4
barrel of laughs,Something very funny,That comedian’s a barrel of laughs,3
barrel of monkeys,Something chaotic or fun,Those kids are a barrel of monkeys,3
bar sinister,Illegitimacy or disgrace,He was born under the bar sinister,1
bar star,Regular bar-goer,He’s a local bar star,2
basement battler,Hard-working underdog,He’s a basement battler in the league,2
base over apex,Head over heels or upside down,He fell base over apex,2
bash into shape,Force into proper form,They bashed the plan into shape,3
bash someone's face in,Attack violently,He threatened to bash his face in,3
bash someone's head,Hit someone hard,Don’t bash his head,2
bash the bishop,Masturbate (slang),He joked crudely about bashing the bishop,1
basket house,Venue where performers get paid in tips,He played guitar in a basket house,1
bask in the sunshine,Enjoy success or happiness,She basked in the sunshine of praise,3
bass-ackwards,Totally backwards,They did it bass-ackwards again,3
bastardly gullion,Insult for a contemptible man (archaic),He called him a bastardly gullion,1
bat an eyelid,Show surprise,She didn’t bat an eyelid,4
bat a thousand,Succeed completely,He’s batting a thousand this week,3
bat five hundred,Do reasonably well,She’s batting five hundred in sales,2
bat for the other team,Be homosexual (slang),He’s batting for the other team,2
bat of an eye,Very quickly,It was over in the bat of an eye,3
bat one's eyes,Flutter eyelashes flirtatiously,She batted her eyes at him,3
Bat-Signal,Call for help or alert,The team saw the Bat-Signal for action,3
batten down the hatches,Prepare for trouble,Batten down the hatches—a storm’s coming,4
bat the breeze,Chat casually,We sat on the porch batting the breeze,2
bawl one's eyes out,Cry heavily,She bawled her eyes out after the movie,4
bawl out,Scold harshly,The boss bawled him out,4
be a hundred years too early,Completely unqualified,You’re a hundred years too early to beat me,2
be-all and end-all,Ultimate importance,Money isn’t the be-all and end-all of life,4
be a man,Act maturely or bravely,Be a man and admit your mistake,4
bean counter,Accountant or overly precise person,The bean counters cut the budget again,4
bear a hand,Help someone,He came to bear a hand with the sails,2
bear away the bell,Win the prize or honor,She bore away the bell in the competition,1
beard the lion in his den,Confront someone powerful boldly,He bearded the lion in his den,3
bear fruit,Produce results,The project is finally bearing fruit,5
bear in mind,Remember,Keep it in mind when you apply,5
bear oneself,Conduct oneself,He bore himself with dignity,3
be around,Exist or be present,He’s been around for years,4
bear the brunt,Receive the main impact,The coast bears the brunt of the storm,4
bear up,Remain strong,She’s bearing up well under pressure,4
bear with,Be patient or tolerant,Please bear with me for a moment,5
beast with two backs,Couple engaged in sex (Shakespearean),They were making the beast with two backs,2
beat a dead horse,Pursue a pointless effort,Don’t beat a dead horse,5
beat a retreat,Withdraw quickly,The soldiers beat a retreat,3
beat around the bush,Avoid the main topic,Stop beating around the bush,5
